	Sentence	Argument
hard	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
work	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
also	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
contribute	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
to	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
their	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
progress	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
.	O	O	N	SP: 24	Sentence: 1417	Doc: essay100
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Should	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
people	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
be	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
forced	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
to	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
stop	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
working	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
?	O	O	N	SP: 1	Sentence: 1418	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
The	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
appropriate	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
age	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
at	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
which	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
a	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
person	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
should	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
stop	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
working	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
is	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
now	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
a	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
much	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
debated	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
issue	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
in	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
the	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
society	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
.	O	O	N	SP: 2	Sentence: 1419	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Some	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
opine	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
that	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
people	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
should	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
be	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
given	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
the	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
option	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
to	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
choose	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
when	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
they	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
want	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
to	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
call	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
it	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
a	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
day	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
while	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
others	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
oppose	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
this	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
notion	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
.	O	O	N	SP: 3	Sentence: 1420	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
In	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
my	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
personal	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
point	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
of	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
view	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
,	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
the	B-MajorClaim	B-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
right	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
age	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
for	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
a	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
person	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
to	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
retire	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
should	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
be	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
around	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
60	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
years	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
old	I-MajorClaim	I-Arg	Y	SP: 4	Sentence: 1421	Doc: essay101
.	O	O	Y	SP: 4	Sentence: 1421	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
I	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
,	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
for	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
one	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
,	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
strongly	B-MajorClaim	B-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
agree	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
that	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
age	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
should	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
be	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
set	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
as	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
a	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
criterion	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
for	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
people	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
to	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
retire	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
at	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
the	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
aforementioned	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
age	I-MajorClaim	I-Arg	Y	SP: 5	Sentence: 1422	Doc: essay101
due	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
to	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
several	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
reasons	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
that	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
I	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
shall	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
discuss	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
below	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
.	O	O	Y	SP: 5	Sentence: 1422	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
First	O	O	Y	SP: 6	Sentence: 1423	Doc: essay101
and	O	O	Y	SP: 6	Sentence: 1423	Doc: essay101
foremost	O	O	Y	SP: 6	Sentence: 1423	Doc: essay101
,	O	O	Y	SP: 6	Sentence: 1423	Doc: essay101
if	B-Premise	B-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
senior	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
workers	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
dominate	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
working	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
sector	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
,	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
there	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
will	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
be	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
lesser	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
job	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
opportunities	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
for	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
fresh	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
graduates	I-Premise	I-Arg	Y	SP: 6	Sentence: 1423	Doc: essay101
.	O	O	Y	SP: 6	Sentence: 1423	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
As	O	O	Y	SP: 7	Sentence: 1424	Doc: essay101
a	O	O	Y	SP: 7	Sentence: 1424	Doc: essay101
result	O	O	Y	SP: 7	Sentence: 1424	Doc: essay101
,	O	O	Y	SP: 7	Sentence: 1424	Doc: essay101
most	B-Claim	B-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
of	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
them	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
will	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
be	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
forced	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
to	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
take	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
up	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
careers	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
which	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
are	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
poles	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
apart	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
from	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
what	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
they	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
had	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
studied	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
for	I-Claim	I-Arg	Y	SP: 7	Sentence: 1424	Doc: essay101
.	O	O	Y	SP: 7	Sentence: 1424	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
To	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
illustrate	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
this	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
further	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
,	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
a	B-Premise	B-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
medical	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
graduate	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
might	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
find	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
it	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
very	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
disheartened	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
when	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
he	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
had	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
spend	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
around	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
five	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
precious	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
years	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
studying	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
medicine	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
and	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
at	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
end	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
day	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
,	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
he	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
will	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
have	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
take	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
up	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
another	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
profession	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
rather	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
than	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
doctor	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
due	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
insufficient	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
job	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
opportunities	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
available	I-Premise	I-Arg	Y	SP: 8	Sentence: 1425	Doc: essay101
.	O	O	Y	SP: 8	Sentence: 1425	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
On	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
top	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
of	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
that	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
,	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
due	B-Premise	B-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
lack	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
genuine	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
passion	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
on	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
work	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
which	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
was	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
not	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
their	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
option	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
,	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
there	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
is	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
a	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
greater	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
possibility	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
for	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
their	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
performance	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
standard	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
dwindle	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
at	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
their	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
workplace	I-Premise	I-Arg	Y	SP: 9	Sentence: 1426	Doc: essay101
.	O	O	Y	SP: 9	Sentence: 1426	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Apart	O	O	Y	SP: 10	Sentence: 1427	Doc: essay101
from	O	O	Y	SP: 10	Sentence: 1427	Doc: essay101
that	O	O	Y	SP: 10	Sentence: 1427	Doc: essay101
,	O	O	Y	SP: 10	Sentence: 1427	Doc: essay101
not	B-Premise	B-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
all	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
elderly	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
workers	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
are	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
physically	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
well	I-Premise	I-Arg	Y	SP: 10	Sentence: 1427	Doc: essay101
.	O	O	Y	SP: 10	Sentence: 1427	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Beyond	B-Premise	B-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
that	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
age	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
,	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
a	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
large	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
proportion	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
them	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
have	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
an	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
elevated	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
chance	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
contracting	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
a	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
multitude	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
of	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
health	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
problems	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
such	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
as	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
stress	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
related	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
diseases	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
and	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
cardiovascular	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
illnesses	I-Premise	I-Arg	Y	SP: 11	Sentence: 1428	Doc: essay101
.	O	O	Y	SP: 11	Sentence: 1428	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
To	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
cite	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
an	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
example	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
,	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
the	B-Premise	B-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
stressful	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
life	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
that	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
an	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
aged	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
teacher	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
goes	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
through	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
will	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
definitely	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
take	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
a	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
toll	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
on	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
him	I-Premise	I-Arg	Y	SP: 12	Sentence: 1429	Doc: essay101
.	O	O	Y	SP: 12	Sentence: 1429	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Consequently	O	O	Y	SP: 13	Sentence: 1430	Doc: essay101
,	O	O	Y	SP: 13	Sentence: 1430	Doc: essay101
they	B-Premise	B-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
will	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
not	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
be	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
able	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
give	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
their	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
best	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
in	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
whatever	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
they	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
are	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
doing	I-Premise	I-Arg	Y	SP: 13	Sentence: 1430	Doc: essay101
.	O	O	Y	SP: 13	Sentence: 1430	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Besides	O	O	Y	SP: 14	Sentence: 1431	Doc: essay101
,	O	O	Y	SP: 14	Sentence: 1431	Doc: essay101
the	B-Premise	B-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
academic	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
institution	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
will	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
have	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
to	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
pay	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
for	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
his	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
medical	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
bills	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
,	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
resulting	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
in	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
more	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
loss	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
for	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
the	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
institution	I-Premise	I-Arg	Y	SP: 14	Sentence: 1431	Doc: essay101
.	O	O	Y	SP: 14	Sentence: 1431	Doc: essay101
TheNewLINE	O	O	N	SP: 2	Sentence: 2	Doc: essay004
Thus	O	O	Y	SP: 15	Sentence: 1432	Doc: essay101
,	O	O	Y	SP: 15	Sentence: 1432	Doc: essay101
