	Sentence	Argument
1145	 Many people , especially young children enjoy going to zoos and see their favorite animals , cute baby - born animals and the animals that are from the different corners of the world .	1
1146	 Zoos provide educational information about the lives of different animals to the public .	1
1147	 Also , zoos play an important role in reserving many breeds of animal and preventing them from being missing from life .	1
1148	 This is due to the fact that , in zoos , animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters .	1
1149	 Thus zoos are needed to keep the nature balanced .	1
1150	 In conclusion , both of the arguments have strong supports , but in my own view , more good come from zoos than bad .	1
1151	 However , it is hoped that the standards of zoos should be leveled up to ensure that the animals in zoos are provided with good care and attention .	0
1152	 Artists ' freedom to express ideas	0
1153	 Artists in most countries are given the freedom to express their thoughts in whatever they do .	0
1154	 Nevertheless , some argue that there should be government restrictions in order to limit their opinions .	0
1155	 I however , agree to this only to a certain extent and believe that the artists must be given freedom so that they will produce some really marvelous masterpiece .	1
1156	 First and foremost , if there is control over artists ' ideas , they will definitely lose their sense of creativity in the long run .	1
1157	 It is undeniable that when they are given the opportunity to express themselves , most artists will think out of the box and come up with spectacular Arts such as paintings or movies .	1
1158	 For example , paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times .	1
1159	 In short , without any limitations , there will be more awe inspiring work from our artists .	1
1160	 Furthermore , it is every human ' s right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation .	1
1161	 Today , many countries make numerous efforts to show that they are democratic countries .	1
1162	 Arts is one of the ways that can be used to criticise social problems and government policies in a particular country .	1
1163	 To illustrate this further , the famous movie ' 3 Idiots ' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn .	1
1164	 Thus , human rights is violated if artists are not allowed to express their feelings freely .	1
1165	 Looking from another perspective , there are certain drawbacks if artists are not restricted .	0
1166	 They might go deeper into certain aspects that can cause controversies in a country .	1
1167	 To cite an example , Malaysia is a multiracial country whereby all the citizens live together in harmony and peace .	1
1168	 In case there is anyone who brings up some sensitive issues in their films or books regarding any races , this might end up in some chaos among the society .	1
1169	 Nonetheless , I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts .	1
1170	 To conclude , it is now evident that there should not be any restrictions on artists ' work .	1
1171	 Allowing them to think freely will give them an opportunity to express themselves as ideas can naturally flow when there are no limitations .	1
1172	 Hence , even though freedom to express ideas can bring some negative effects , I certainly believe that there are many wonderful and beautiful Arts due to the freedom to express ideas and thus , I strongly believe there should be no restrictions on them .	1
1173	 The nuclear power provide clean and cheap energy	0
1174	 The topic of nuclear technology frequently generates a heated debate with proponents maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle .	0
1175	 As far as my opinion is concerned , I find myself aligned with opponents of the usages of nuclear power .	1
1176	 I have several reasons to believe its disadvantages outnumber the few advantages .	0
1177	 First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons .	1
1178	 Last century has witnessed the horrors of such weapons .	1
1179	 If each country pursues the fusion and fission process some of them may try to mold it for military usage .	1
1180	 Another reason to fortify my opinion is that even civil usages of atomic power pose a dire threat of radio activity .	1
1181	 For example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area .	1
1182	 This unfortunate event proves that no matter how much careful we are such accidents are inevitable .	1
1183	 Last but not least , while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power .	1
1184	 Safely getting rid of nuclear waste is a daunting task and there has not been any permanent solution of it .	1
1185	 This waste is many times more lethal to our environment than any of the other hazardous material .	1
1186	 To sum it up , from above mentioned facts it can easily be deduced that nuclear power may appear silver bullet for energy crisis but its disadvantages far outweigh the advantages .	1
1187	 Thus I suggest that use of nuclear technology should be discouraged even for civil purposes .	0
1188	 Giving mobile phones to the unemployed	0
1189	 Today , the rate of unemployment is on the rise and is seriously being debated by many .	0
1190	 Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet .	0
1191	 They also believe that this solution is the most appropriate way to utilize the public money .	0
1192	 Nevertheless , I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money .	1
1193	 In a positive point of view , when people without jobs have hand phones that have access to the Internet , they will be able to browse the net for more job opportunities .	1
1194	 For example , they can surf the The Star Onlines ' work section to find a job that is suitable for them .	1
1195	 With the help of the net , they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job .	1
1196	 Not only that , the mobile phones can also be used to make calls with the companies in which they would like to work with .	1
1197	 In short , if the government provides those without work with a mobile phone , they will be able to find themselves an occupation in order to live and survive .	1
1198	 Nonetheless , looking from another perspective , supplying hand phones to the unemployed is a waste of the taxpayers ' money .	1
1199	 This is because the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country .	1
1200	 To illustrate this further , the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living .	1
1201	 To conclude , the money can be used for other intentions rather than giving hand phones to the unemployed .	1
1202	 Furthermore , when hand phones are provided for free , many would want to take advantage of this opportunity .	1
1203	 It will not be surprising that in order to obtain a mobile phone , they make themselves jobless .	1
1204	 Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones .	1
1205	 In this context , the public ' s money is spent worthlessly .	1
1206	 On top of that , till now , there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment .	1
1207	 To put it in a nutshell , the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment .	1
1208	 I suggest the government look into the background of the people in depth before giving out hand phones to them .	0
1209	 I strongly believe that the public money should be utilized for the benefit of the society and not just for some of them who are not willing to put in more effort to find them a proper work .	0
1210	 Use of CCTV cameras	0
1211	 Today , close circuit television ( CCTV ) cameras are widely used in a variety of circumstances .	0
1212	 They are used in schools , businesses and some other premises in order to monitor the activities taking place .	0
1213	 It is undeniable that the use of CCTV has plenty of benefits to offer , especially in reducing crimes and protecting the employees in a premise .	0
1214	 Nevertheless , some argue that these cameras invade their privacies due to constantly being monitored .	0
1215	 Even so , I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace .	1
1216	 Firstly , by having CCTV cameras at workplace , crimes such as robbery can be trimmed down .	1
1217	 This is because when a shop is attacked by thieves , the clips taken by these cameras serve as a source of evidence to help the thieves to be traced .	1
1218	 To illustrate this further , in Malaysia , policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight .	1
1219	 Not only that , as the employees know that they are under constant surveillance , they will less likely steal from the shops .	1
1220	 Thus , it is clear that CCTVs must be put in all workplace so that crime rates can be minimized .	1
1221	 Furthermore , at some offices , employees are often required to handle angry or frustrated customers .	1
1222	 At times , face - to - face interactions with an annoyed customer can put the employee in physical danger .	1
1223	 Hence , the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded .	1
1224	 In the event of an argument , the videotapes can used to determine what actually took place and further actions can be then taken .	1
1225	 In short , these cameras can help to provide some form of protection to the workers against the customers .	1
1226	 Looking from another perspective , the use of CCTV cameras does cause controversy .	0
1227	 Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras .	1
1228	 However , one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences .	1
1229	 Ergo , opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime .	1
1230	 To conclude , CCTV cameras are essential and therefore must be installed in every premise .	1
1231	 This is chiefly to shield oneself from being harmed by any intruders or robbers .	1
1232	 Admittedly , privacies are lost with the use of these cameras .	1
1233	 Nonetheless , safety should be put first in order to be safe .	1
1234	 Some prefer to work for a company , some prefer to work for themselves	0
1235	 There are many kinds of jobs in society .	0
1236	 Some of them are done by companies that related to government , and some of them are done by privat companies .	0
1237	 Although both companies have their advantages and disadvantages , I would prefer to work for myself , and have my own business .	1
1238	 There are many benefits when people work for themselves rather than work for the others .	0
1239	 In the first place , there are a large number of opportunities in privat works that you cannot find them when you work for the others .	1
1240	 In your job you can be boss of yourself ; however , in the other jobs someone else are your boss .	1
1241	 You always have to be responsible for your task , and it make a stressful situation that I never like it .	1
1242	 What is more , when people work for themselves they make more profit for themselves , but in the other jobs you make profits for the other such as your manager .	1
1243	 Unfortunately nowadays most of them pick up this profit without sharing a small sum of it with their workers , and from my point of view it is unfair .	1
1244	 Finally , there are some authorities in privat jobs that workers are always looking for them while they are working for the others .	1
1245	 When you work for yourself you can punch in and punch out whenever you want .	1
1246	 Sometimes some occasions happen to people for example a disease , sticking in a traffic jam and sometime going on a vacation .	1
1247	 For all of them we have to ask for a permission , and most of the time we are not allowed .	1
1248	 There is no doubt that working for the other have some advantages , too , but I imagine people that have their own business are more comfortable .	1
1249	 They have more opportunities , profits , and authorities .	1
1250	 The expression Never , never give up means keep trying and never stop working	0
1251	 Many individuals throughout their life face with at least one failure in different areas such as education , love and economy .	0
1252	 Some believe when a person faces with a failure the best way is to forget that and releases that ; however , I completely disagree with this idea .	0
1253	 I always believe that a defeated person has to try and try until to achieve her or his goal .	1
1254	 First of all , when people face with a failure they can learn a large number of things from that failure , therefore in the next effort they try to avoid doing and repeating that mistakes .	1
1255	 For instance , most of inventors in the first phases of their job face with some problems and defeats , but in the next stages they learn how to deal with problems .	1
1256	 Second of all , experience shows while people doing a job constantly , they become more experienced in that subject , so in the final effort they become successful with the high percentile .	1
1257	 For example , scientists experiment a substance for a long time , after they gain lots of experience and knowledge about that subject they decide to make it final .	1
1258	 To sum up , I would maintain that people should not give up when they face with a failure .	1
1259	 In opposite , they have to learn new points from that failure , and they become more experienced .	1
1260	 Some people think that human needs for farmland , housing and industry are more	0
1261	 Nowadays there are some issues which many countries and nations are concern about that .	0
1262	 Two of the most important of them are rate of increasing population and endangered plants and animals .	0
1263	 From my point of view although endangered animals are important , human needs should be considered more .	1
1264	 Firstly , day by day population is increasing , so human needs for food is increasing as well .	1
1265	 We need farmland to grow crops such as wheat and corn , and there is no doubt that without food people cannot alive for more than some weeks .	1
1266	 Therefore , farmlands are vital for human life .	1
1267	 Secondly , people need shelters to protect themselves from mother nature such as wind and flood and wild animals , so they need land to build their houses on it .	1
1268	 Dwelling is one of the most important human needs after food which is undeniable .	1
1269	 Finally , human need some crucial things to continue their life , and most of them are industrial such as medicine .	1
1270	 Therefore , some lands should be assigned to industry .	1
1271	 Todays life has some difficulty which become comfortable with the help of industry .	1
1272	 To conclude , the population of endangered animals are less than people ' s population , so they do not need so much land that people need .	1
1273	 I would maintain that nowadays humans need farmland , housing and industry because of increasing population are more important than saving land for endangered animals .	1
1274	 Best way to judge about people is to be familiar with their personality - not with their look	0
1275	 Individuals have two features , one of them is appearance and the other one is personality .	0
1276	 From my point of view although appearance is important , personality is the most important .	1
1277	 We can never judge about a person with his or her appearance .	1
1278	 Some people believes , individuals who have black skin or are frown are not good person and in opposite individuals who have pale or white skin or always have smile on their face are good person .	0
1279	 I completely disagree with these kind of judgement which someone makes .	0
1280	 First of all , there are people who play a role and cheat the other individuals with their playing , therefore we have to be aware to never judge with their appearance .	1
1281	 For example , some people cheat their fiance before marriage by showing a cheerful face and well spoken ; however , after getting marriage they show their real personality .	1
1282	 Second of all , there are some people who are black skin , fat and frown , nonetheless they might be a great person for leaving and colleague .	1
1283	 For instance , I have a neighbor who are old , black skin and frown and I had always panicked of her .	1
1284	 One day in a cold winter while I was getting back to home from school I realized that I lost my keys , so I could not do anything before my parents getting back home .	1
1285	 She asked me to stay with her till my parents come , also she was great in hospitality and her behavior was unforgettable .	1
1286	 After that I understood , I had to never judge with people ' s appearance .	1
1287	 All in all , the best way to judge about individuals ' is to be familiar with their personality not with their appearance .	1
1288	 Unfortunately , many people play role to cheat the others , and they try to hide their real personality with their appearance .	0
1289	 should one follow fashion trends rather than a personal style ?	0
1290	 With increasing availability to the Internet , people can collect a wealth of information about the latest fashion trends over the world , such as the most popular shoes style this season or the best - liked clothes color this year .	0
1291	 However , some people think that dressing in a personal style should be advocated rather than following fashion trends .	0
1292	 From my perspective , fashion trends have a more essential role to play in people ' s lives than personal dressing styles .	1
1293	 This is because following fashion trends enables people to keep up with the world ' s latest transformations , which is of vital importance if we consider the fact that people are living in a global village today .	1
1294	 When individuals keep the habit of grasping the world ' s cutting - edge fashion information , they are gradually changing their attitudes to viewing the world , which means they are more open to accept diverse voices from people around the world .	1
1295	 In contrast , if they stuck to their own fashion styles , disregarding the world ' s top fashion designers ' achievements , they would stay conservative in their own worlds .	1
1296	 As a result , they might fall behind shortly .	1
1297	 Furthermore , people with inadequate aesthetic knowledge or poor originality develop their own senses of fashion when treasuring the latest fashion information .	1
1298	 Without following fashion trends , such people would have a hard time choosing and matching clothes , let alone forming their own dressing styles .	1
1299	 Despite this , it is undeniable that following fashion trends constantly may undermine individuals ' personalities .	1
1300	 Individuals purchase their clothes according to the latest fashion trends , which may result in the phenomenon that people would wear the same style of clothes .	1
1301	 Consequently , the world would look monotonous .	1
1302	 With those arguments in mind , I would conclude that people should , especially for ones lacking basic aesthetic knowledge , care more about fashion trends in lives as they can keep pace with the world ' s changes .	1
1303	 On the other hand , creative design talents can value their own dressing ideas , developing their own fashion styles as they like .	1
1304	 Should wealthy nations support poor ones ?	0
1305	 Whether wealthy nations should take responsibilities to help poorer ones , by means of providing infrastructures , or remain bystander of the global poverty , is an issue of controversy .	0
1306	 Personally I think , as the privileged minority , wealthy nations have every reason to share their fortune with the poor .	1
1307	 In terms of ethics , it is inhumane to watch one ' s fellowman struggle against famine and poverty without doing anything to help , especially when the onlooker takes no effort to do so .	1
1308	 Compassion , a virtue preached in almost all religions from Buddhism to Mohammedanism , is what distinguishes us human beings from animals .	1
1309	 Economically speaking , such aid could also create a win - win situation .	1
1310	 Underdeveloped nations no doubt receive direct benefits through such deeds .	1
1311	 For developed nations , new medical problems may very well arise from the work in underdeveloped nations ; thus related research is conducted accordingly to conquer the problem , promoting the development of the pharmaceutical industry .	1
1312	 The potential market in those poor countries , most of which has a huge population , is also a thing worth mentioning .	1
1313	 By building a good relationship with them , wealthy nations can not only broaden their global market , but also facilitate future international commerce .	1
1314	 The underdeveloped nations , in return , may export local agricultural products , mineral products with discount to the former , boosting each other ' s economy .	1
1315	 In summary , wealthy nations ' offering in need is not only a moral deed , but also a worthwhile one which will one day pay off in other ways .	1
1316	 Only those who sympathize with their fellowman can prosper in the long run .	1
1317	 Prevention is better than cure	0
1318	 It is a completely right and extremely wise policy to focus on health education and preventative measures rather than treatment .	1
1319	 Once applied , it will bring many benefits to both citizens and governments .	0
1320	 Health education causes long - term positive effects on our next generations .	1
1321	 First of all , thank to a full health education from their childhoods , children will have good habits of taking care of their own health and these habits may be kept in their adolescences .	1
1322	 For example , if a child is educated to have a hygienic lifestyle at a very young age , he also keeps it when older .	1
1323	 Secondly , health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases .	1
1324	 Instead of afraid or panic , they may be calmer if unfortunately committing some normal diseases such as allergy or illness in seasonal changes .	1
1325	 Many diseases which may be cured easily can turn to serious ones if we do not have right treatment .	1
1326	 Health education will help people to have right choices of treatment to recover more quickly .	1
1327	 Preventative measures will help improve general health state of all citizens .	1
1328	 For example , vaccines will guarantee that pregnant women and their babies are protected from serious infectious diseases such as flu , smallpox , rubella so on .	1
1329	 When huge injection campaigns are organized throughout our country , the community ' s health state will be improved remarkably .	1
1330	 As human resources play a key role in the development of a country , investing money to enhance the general health state is a totally right decision .	1
1331	 In addition , because the cost of treatment is often much higher than that of prevention , the government can save a lot of money for our country ' s health budget .	1
1332	 In conclusion , I strongly agree that we should give more priority to health education and preventative measures than to treatment .	1
1333	 However , reasonable attentions should be paid to treatment so that our citizens are always looked after with best services .	1
1334	 The popularity of news media	0
1335	 Nowadays news media have become more and more popular .	0
1336	 Many people consider that the drawbacks of this phenomenon outweigh its merits .	0
1337	 However , it is possible that this idea is not completely true .	0
1338	 It is widely seen that news media not only brings people entertainment , but also polishes up people ' knowledge .	1
1339	 Therefore , it seems not unreasonable to suggest that this is a positive development .	0
1340	 First and foremost , today entertainment is easier for people to enjoy than ever before .	1
1341	 The fact is that such news media as televisions , radios , or newspapers are bringing many news on entertainment sector from all over the world to everybody .	1
1342	 People can sit in front of their televisions and watch whatever they want , from musical concerts to live football match .	1
1343	 This is a convenient way of relaxation after hard work .	1
1344	 Obviously , the popularity of news media is beneficial to human beings .	1
1345	 In addition to this , news media help people broaden their knowledge .	1
1346	 It is clearly seen that mass media provide people with a variety of global news on all fields , including political situation , economic change , global warming , and so forth .	1
1347	 Hence , there is a strong likelihood that today people are able to know the world better .	1
1348	 This is particularly essential when the globalization process has been permeating into all areas of society .	1
1349	 Indeed , the fast growth of news media is helpful for people worldwide .	1
1350	 In conclusion , the development of news media has been making great inroads into the lives of all people .	1
1351	 It relaxes people with plentiful entertainment news .	1
1352	 It enriches people ' s knowledge with worldwide information .	1
1353	 It also positively affects the way people live in many other aspects .	1
1354	 Therefore , the progress of news media is an advantageous development .	1
1355	 Jury must have access to criminals ' past records	0
1356	 It is a well known fact that a jury involved in a case has no information regarding the criminal ' s past illegal acts under the British and Australian laws .	0
1357	 There are few of those who are concerned think the current practice should be altered and that the juries should at least know something about the criminals before coming to a conclusion .	1
1358	 I , for one , agree to this resolution whole - heartedly as it poses advantages to various parties as I shall discuss below .	0
1359	 First and foremost , I believe that it would be easier for the juries to make a decision if they know about the past information about the criminal .	1
1360	 This is because , knowing their background very well will enable the juries to analyze the crime before coming up with a judgment .	1
1361	 For instance , take a person who has not murdered anyone but is suddenly found to be guilty .	1
1362	 The juries will be able to know weather the individual committed the crime intentionally or due to circumstances by knowing the facts about the person .	1
1363	 Then , punishment can be given in accordance to the condition .	1
1364	 Apart from that , a fair trial can be achieved .	1
1365	 As all of us know , juries are a group of people who have no or less knowledge regarding law .	1
1366	 Thus , exposing them to the past records of the criminal can give them more room to think rationally and finally put the pieces together in order to produce a more meaningful decision .	1
1367	 By doing so , the juries will have a sense of relief that they have come up with better conclusion based on plenty of evidences .	1
1368	 Not only that , the convicted will also receive a fair action .	1
1369	 It is undeniable that when the background of the convicted is ' dug ' deeper and is revealed to mass of anonymous people , his privacy is being jeopardized .	1
1370	 If finally he is proven innocent , he may feel embarrassed to face the public .	1
1371	 However , I am sure that the crimes done by criminals should be brought to light and the public should be aware of it so that they will not become a victim as well .	1
1372	 To conclude , I definitely feel that the current way of the juries judging the case should be transformed and they should know the facts about the criminals they are dealing with .	1
1373	 This is of paramount importance so that they will be able to give a better and reliable as well as a fair judgment to the convicted .	1
1374	 Beneficial changes will certainly take place if changes are made because for a change to happen , changes have to be done .	0
1375	 Taking a break before starting higher education is a good idea	0
1376	 Nowadays , it is an increasingly common trend to take a break before starting university studies .	0
1377	 It is not just becoming common among rich students but also in the poor students .	0
1378	 Students take a break of year or two , some students travel all around the world during this time , and some choose to take up a job .	0
1379	 Experience gained through traveling to different places , meeting different people and even at job goes long way .	1
1380	 It not only enhances the confidence of a student but also makes them independent .	1
1381	 Student ' s who works tend to gather better financial resources which they can rely on during their university studies .	1
1382	 This experience also makes them aware of what they would like to make of their life .	1
1383	 They develop broader view and can make a better choice of their future studies or courses .	1
1384	 Taking a break not just has benefits but it also comes with some negative impacts .	1
1385	 Once student ' s starts earning , they might not like to go back to studies where they would lose their financial independence .	1
1386	 They might even find it difficult to adapt to education environment .	1
1387	 There is also a risk of student never going back to university or higher education .	1
1388	 Probably some might take some short term courses instead of proper and complete university education , which will help them to get a better job and salaries .	1
1389	 This might only help them in a short run as it is a known fact that to make a reasonable career in longer runs , one needs a proper and higher qualification .	1
1390	 In my view point , I would agree to idea of taking a break before starting higher education .	1
1391	 Students who take break , gain lot of benefits by traveling around the places or by working .	1
1392	 They tend to contribute more due to their real world experiences which makes them more mature .	1
1393	 University education is needed for success	0
1394	 In today ' s modern and competitive society , it is undeniable that we must equip ourselves with plenty of knowledge and skills in order to shine and to be successful in life .	0
1395	 Many opine that the aforementioned aspects are mostly obtained through learning in academic institutions .	0
1396	 I do agree to that opinion to a certain degree .	0
1397	 Nevertheless , I feel that one can also shine without even having to attend universities .	1
1398	 First and foremost , it is certainly true that university education is of paramount importance for certain professions such as doctor , engineer and lawyer .	1
1399	 Without proper training and knowledge , it would be impossible for them to perform their best in their careers .	1
1400	 Not only that , when they are in a university , they will have the opportunity to share their knowledge as well as to network for business associates and partners .	1
1401	 This can benefit them in future when they intend to open up their own companies or hospitals .	1
1402	 Looking from another perspective , there are also a significant number of people who are very successful in their fields without going to university .	1
1403	 Take for instance those who start their own business .	1
1404	 These people depend solely on hard work and luck .	1
1405	 Interestingly , for some of them it proved to be a profitable job .	1
1406	 To cite an example , Michael Dell who is the founder and the CEO of Dell left college at 19 .	1
1407	 Initially , he started his computer company in his college dorm room .	1
1408	 Eventually , he used his earnings as well as his family ' s loan in order to progress to be who he is now .	1
1409	 In addition , people with natural talents are also most likely to excel in their life .	1
1410	 This is especially true in sectors like entertainment and sports .	1
1411	 The introduction of increasing number of reality shows have made it possible for all those lucky ones to triumph .	1
1412	 To illustrate this further , David Archuleta who was once a nobody has now taken up a large space in hearts of many .	1
1413	 Hence , it is evident that individuals born with talents have also a high chance to be successful .	1
1414	 To wrap it all up , it is indeed true that university education is pivotal in a person ' s life in order for one to prosper .	1
1415	 However , it would be wrong to say that one ' s success completely depends on the education he or she receives at the institutions .	1
1416	 Natural talent and hard work also contribute to their progress .	0
1417	 Should people be forced to stop working ?	0
1418	 The appropriate age at which a person should stop working is now a much debated issue in the society .	0
1419	 Some opine that people should be given the option to choose when they want to call it a day while others oppose this notion .	0
1420	 In my personal point of view , the right age for a person to retire should be around 60 years old .	1
1421	 I , for one , strongly agree that age should be set as a criterion for people to retire at the aforementioned age due to several reasons that I shall discuss below .	1
1422	 First and foremost , if senior workers dominate the working sector , there will be lesser job opportunities for the fresh graduates .	1
1423	 As a result , most of them will be forced to take up careers which are poles apart from what they had studied for .	1
1424	 To illustrate this further , a medical graduate might find it very disheartened when he had to spend around five precious years studying medicine and at the end of the day , he will have to take up another profession rather than doctor due to the insufficient job opportunities available .	1
1425	 On top of that , due to the lack of genuine passion on the work which was not of their option , there is a greater possibility for their performance standard to dwindle at their workplace .	1
1426	 Apart from that , not all elderly workers are physically well .	1
1427	 Beyond that age , a large proportion of them have an elevated chance of contracting a multitude of health problems such as stress related diseases and cardiovascular illnesses .	1
1428	 To cite an example , the stressful life that an aged teacher goes through will definitely take a toll on him .	1
1429	 Consequently , they will not be able to give their best in whatever they are doing .	1
1430	 Besides , the academic institution will have to pay for his medical bills , resulting in more loss for the institution .	1
1431	 Thus , it would indeed be better if at an older age , opportunities are given to the younger ones .	1
1432	 Admittedly , the expertise of the senior workers who had retired should never be underestimated .	1
1433	 Their invaluable experiences and knowledge in their respective fields such as engineering , medicine , and law can certainly be beneficial to the younger generation .	1
1434	 Hence , it is highly recommended that the retiree come over to the companies or hospitals to have regular sessions with the present staffs to bridge the gap between them and to pass on their knowledge .	1
1435	 In conclusion , it is indeed evident that age limit should be set for retirement .	1
1436	 There will come a certain time when the older generation should hand over the responsibility to the fresh comers who are certainly waiting to be given a choice to prove themselves .	0
1437	 After all , retirement not only marks the end of an individual , but also gives him a chance to make up for what he has lost throughout his working life .	0
1438	 Are museums necessary ?	0
1439	 I believe public museums and art galleries will still be necessary , even though we can see the art works and historical objects online .	1
1440	 Most people nowadays prefer to use the Internet to search for art work because the Internet really brings them convenience .	1
1441	 We can browse the art work from all over the world at home .	1
1442	 However , people may not get a spiritual experience since pictures online are only limited to a screen size .	1
1443	 By contrast , the exhibits in museums or galleries are all life size and visitors can get a more direct felling .	1
1444	 For example , only when we see the real mummy , can we experience mystique .	1
1445	 In order to help visitors to learn more about the exhibits , museums hold various activities which make visitors be part of what they are seeing .	1
1446	 For example , at American Museum of Natural History , you can make a bone - by - bone reproduction of the museum ' s stegosaurus ; at Museum of Art in New York , you can look at 17th century instruments while listening to their music .	1
1447	 While if you visit the museum online , you may not able to get this kind of experience .	1
1448	 Seeing an art work on computer screen is not the same as you watch it by your own eyes .	1
1449	 For instance , you can ' t see the texture of the artwork which is very important to study the skills used by the artist .	1
1450	 What ' s more , not all the details of the artwork can be shown on the computer screen .	1
1451	 Some details might be dim since the resolution ratio of the screen is not high enough .	1
1452	 These may influence the comprehension of the art work or historical objects .	1
1453	 In conclusion , I believe we still need museums and art galleries but computers can be introduced to museums and galleries in order to help visitors to know more about the art works or historical objects .	1
1454	 Should the cost of medicines be reduced ?	0
1455	 At present , a large number of patients in poor countries are suffering from deaths caused by lack of medication rather than dangerous diseases .	0
1456	 It is suggested that companies in developed countries ought to reduce their price of medicines to avoid such unnecessary deaths .	0
1457	 Admittedly , more lives will be saved by the use of effective medicines .	1
1458	 The medical industry in developing countries is incapable of producing high - quality drugs .	1
1459	 With advanced technology , the developed world has achieved remarkable breakthroughs in making medicines , which can cure a variety of serious illnesses .	1
1460	 If people in poorer countries gain access to these drugs , their health situations may be better .	1
1461	 The reduction in cost of medicines therefore shows the sign of humanity .	1
1462	 However , the current cost of medicines is , in fact , reasonable and based on the medicines ' effectiveness .	1
1463	 Apparently , the process of researching , testing and producing drugs in masses costs a substantial amount of money .	1
1464	 Moreover , these products prove to ensure human health completely .	1
1465	 Suppose companies were forced to reduce the cost of drugs , they would make no profit , even running up debt because of production expenditure .	1
1466	 Therefore , the measure cannot be adopted , otherwise those companies will go into liquidation .	1
1467	 In short , this is not a long - term solution .	0
1468	 Fortunately , there are other measures to improve the situation .	1
1469	 It is advisable for the government to encourage medical production by supplying land for building factories and reducing part of the taxes .	1
1470	 Additionally , charitable organizations can buy medicines from developed countries and distribute to the undeveloped world for free .	1
1471	 In conclusion , I disagree with reducing the cost of medicines , which may exacerbate their qualities .	1
1472	 Instead , the government and medical foundations should be responsible for the distribution of drugs to the undeveloped world at a more reasonable price .	0
1473	 Prohibit public smoking ?	0
1474	 The awareness on harmful effects from smoking among the general public has put much pressure on the government and private sectors .	0
1475	 As a result , some businesses prohibit smoking in their premises and even some governments restrict smoking in public area .	0
1476	 It is agreed that the move will do more good by looking at the quality of health and image of a nation in long run .	1
1477	 Firstly , it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time .	1
1478	 Recent death statistic released by the Malaysian Ministry of Health shows that the top killer was lung related diseases caused by smoking .	1
1479	 A large proportion of death involved second hand smoker particularly young children and pregnant women who were vulnerable to these lethal diseases .	1
1480	 Therefore , the number of fatality can be significantly reduced if a total ban on public smoking is implemented .	1
1481	 Secondly , the image of a healthy nation can be promoted when government restricts public smoking by imposing stern penalty to the offender .	1
1482	 For instance , the Brunei government had recently enforced a law against smoking in public areas such as caf e s , hospital and shopping street .	1
1483	 This step has curbed down the numbers of smokers in the country and as a result , Brunei remains a place known for its tranquility and cleanliness .	1
1484	 This example shows the benefit of restricting public smoking to a country as a whole .	1
1485	 To sum up , the effort to prohibit people from smoking in public area is certainly helping in curtailing the associated health risks and to create a healthy nation .	1
1486	 It is hoped that more businesses and governments will follow the same initiatives for the interest of the people and the country .	0
1487	 Human activities are harming the Earth	0
1488	 Save the planet Earth is a common line which can be read and heard all over the world .	0
1489	 There has been a lot of initiatives to protect the planet Earth from unbridled human developments .	0
1490	 Although some people argue these developments are making our life comfortable , but concerns to save Earth are vital due to various reasons .	1
1491	 Firstly , rapid development of infrastructure is eating most of the forest throughout world .	1
1492	 The so - called Concrete jungles have evolved endangering forests and wild life .	1
1493	 As we all know life saving oxygen is produced by trees after converting harmful carbon dioxide gas .	1
1494	 Moreover , wild life is very essential to maintain ecological balance on planet Earth .	1
1495	 Secondly , large emissions of carbon monoxide gas from refrigerants like air conditioners have depleted ozone layer .	1
1496	 Importance of ozone layer is evident by the fact as it protects us from harmful ultra violet rays .	1
